,account_id,client_id,msisdn,imsi,sim,type,vip_status
93,93,30,9926016617,656627400719483,5707195722972090,2,Gold
94,94,31,9313580237,566271294490755,5282114630463330,2,Gold
95,95,31,5711075189,583855523011688,4548991981455420,4,Platinum
96,96,32,4251034313,476775444888110,8993243250653010,3,Bronze
97,97,32,3164657758,613133409293565,9277172495356470,2,Platinum
98,98,32,2188895707,473305257167675,9977513237301640,2,Gold
99,99,34,7948777830,660403781476633,6392093748364710,3,Bronze
100,100,34,3394268323,456056382929190,7498008993476300,3,Bronze
101,101,35,4877006856,740407647031275,7584434021206260,2,Bronze
102,102,35,3333704127,727241346573754,1710241384112340,1,Silver
103,103,35,2603861607,303674316413553,2580722932999320,4,Silver
104,104,35,5529277977,434754096139681,8899503251928280,2,Bronze
105,105,35,3973305398,564302910701194,3125281885150600,1,Bronze
106,106,36,7216981251,346293470603187,7635638818197280,4,Gold
107,107,36,7551501549,372378200960481,3860301008136990,3,Bronze
108,108,36,4823956200,602460394967555,2774705126906020,1,Silver
109,109,37,1779068762,691329277892106,4499412733566970,2,Silver
110,110,37,4592952206,688281928173285,3351504136420350,4,Gold
111,111,37,5621544111,591583251956103,1648199593050200,3,Bronze
112,112,37,3228368849,365014987523828,8419695339358090,2,Gold
113,113,38,9311601680,755411105690192,3866803204581390,1,Bronze
114,114,39,1327203674,566125488287926,2844874663528780,4,Silver
115,115,39,8608117351,414807807076057,4351487764475790,1,Silver
116,116,39,7689842964,408377753371486,9124099954079570,1,Silver
117,117,40,1374000893,626839192713244,5127687464932690,1,Gold
118,118,40,6328705825,409515041782448,9348967581089450,4,Gold
119,119,40,8776886930,593799506297742,6252296524819890,2,Silver
120,120,40,8151145745,588535902236623,8649710538554940,2,Bronze
121,121,41,3105358671,490408325201723,1442567630522210,4,Bronze
122,122,41,7468580033,667810736771589,3211706912886390,4,Gold
123,123,42,3063837774,365379503040972,6399408719364840,1,Silver
124,124,42,6008288915,460620117196228,6144468433802430,2,Bronze
125,125,42,6483836935,462967597117421,1372398093899190,4,Bronze
126,126,44,8381312390,576448567711765,7491235872183810,4,Platinum
127,127,45,5722382085,708753119578057,9844489135059000,4,Silver
128,128,45,9934112612,469951714410811,4425179324175790,2,Bronze
129,129,45,9237464126,482505628798940,3088707030154660,1,Platinum
130,130,47,6128800040,668773057731995,7872968988395760,3,Platinum
131,131,48,9678799865,336509874135723,5258544168355100,3,Bronze
132,132,48,8569598220,736762491864328,6231164386384360,4,Platinum
133,133,49,9029745332,460693020298619,2765493681939640,4,Platinum
134,134,51,9432558642,773841010199966,8860490073267220,4,Platinum
135,135,51,8014778614,731061469185288,7408874717226390,2,Silver
136,136,52,5319653619,638197496204376,5629169365647970,2,Gold
137,137,54,3073903558,666833835186820,8015204535591320,2,Gold
138,138,54,7971671678,390822686098850,4900110589402590,3,Platinum
139,139,54,2227124750,704189385312573,2433610738463110,1,Bronze
140,140,54,3438423300,736150105798272,6494774267194700,1,Silver
141,141,54,6804645026,752567884665913,9741266766519540,4,Gold
142,142,55,5846694517,669297960072886,8229777018230970,2,Platinum
143,143,55,6664284640,376271226677348,1554730519171350,2,Platinum
144,144,56,8206342055,508196682407741,4463921577976380,2,Gold
145,145,56,3651194321,656175401483195,7718541822859650,4,Silver
146,146,56,9294768408,350798882382825,9657280062452480,3,Gold
147,147,57,9182082291,742201063371893,4038569560626250,2,Platinum
148,148,57,1707148006,689185926656228,7793858931665550,3,Gold
149,149,57,4982463670,645662773980640,2128820280167470,1,Gold
150,150,57,4565890326,572030639652550,2309527156329180,1,Platinum
151,151,57,2701903629,577673339846382,1703739187676210,2,Platinum
152,152,59,4478889411,744461059579126,9768630176558020,4,Platinum
153,153,59,1905226975,356441582581360,8024957830256760,3,Gold
154,154,60,9365956755,525766330295561,3143704775080300,1,Silver
155,155,60,2196826979,502189466691700,4717778164128570,3,Platinum
156,156,60,3684927911,370089043514863,6154221728468810,1,Platinum
157,157,61,3285634254,678819105361293,3994679734637180,3,Bronze
158,158,61,1764003441,371824137375820,7335995932088890,4,Gold
159,159,61,5318308000,653332180453002,9449751625965930,1,Bronze
160,160,61,9407317578,774628363716613,7465768936110480,4,Silver
161,161,62,8419424278,358395385748014,7894101126834570,4,Bronze
162,162,62,3734909542,540492757162864,6466056232907610,1,Bronze
163,163,62,9087141152,488921101891255,3251261941248580,4,Bronze
164,164,62,6991095306,351090494796990,5668724394012730,3,Gold
165,165,64,1342443355,771056111656109,7599605812911140,4,Platinum
166,166,64,6915626237,621488104928866,3893082915202810,1,Gold
167,167,64,1228402376,630863444017728,8836106836595390,1,Bronze
168,168,64,7197648554,697044881193908,1258880580992740,2,Gold
169,169,64,4043767582,709934149852279,3168358936597020,1,Silver
170,170,65,2481439450,608307223858724,7757284076665250,4,Gold
171,171,65,3422041435,307771470817481,8258495052529920,3,Gold
172,172,66,9294545346,476440090604028,6779245361602260,4,Platinum
173,173,66,5675416110,643373616543574,5744312427669100,3,Silver
174,174,66,8541832478,303251478412203,3956208405676760,1,Platinum
175,175,66,1975941191,616676500114236,5955633812081650,4,Gold
176,176,67,9334041172,704131062825886,5230367983772480,1,Bronze
177,177,70,9178187683,369914076070768,1529263583101160,2,Silver
178,178,71,7793693105,573503282341399,5270193936984640,1,Bronze
179,179,71,1186624837,319377644864144,3904732683835790,1,Silver
180,180,71,1103866595,726016574439795,3493739683625300,3,Bronze
181,181,72,3407723532,408611043299257,5394006594264680,4,Gold
182,182,72,4712669773,553411187069732,8758351404128080,4,Platinum
183,183,72,4093845634,494461737746345,3021788591760590,3,Bronze
184,184,73,2243509537,712398274746751,1771199475772560,2,Bronze
185,185,73,1778995706,557187567823385,5476367749218430,4,Silver
186,186,73,9374092389,572701348206579,8039316847402080,1,Gold
187,187,73,7679463626,345506117080458,2492943281018290,4,Bronze
188,188,73,1222997651,613745795361630,5825589883214240,2,Bronze
189,189,74,7776838172,623646036793287,3919091700975380,3,Gold
190,190,74,4101833342,334731038417532,2433339813610410,1,Platinum
191,191,74,2178973020,564259168846611,9861557400728260,1,Bronze
192,192,74,6312906111,369330851244312,6319214963217920,2,Bronze
193,193,75,3929721256,353860812719597,9478740585109890,1,Bronze
194,194,75,5622722771,634843953460007,8469003662384730,3,Platinum
195,195,75,3889697176,436110093866194,8402627073697370,4,Platinum
196,196,75,7432037126,377539740671364,7597438414090640,3,Platinum
197,197,76,8854186979,664180162227575,4135018807877850,4,Platinum
198,198,78,9587342514,554650539831812,2162144036949900,1,Silver
199,199,78,5209574513,311999850804629,8072640604176710,2,Bronze
200,200,79,9399474976,722954644099562,7176692119221320,2,Gold
201,201,80,1917155630,377000257705796,6518615654155430,4,Bronze
202,202,80,6687296875,545712619359637,9990517630186840,1,Gold
203,203,80,4789229827,305496893996428,2489421257943340,4,Gold
204,204,80,2611230568,734240044491733,6327613633633210,4,Silver
205,205,81,6637537771,702847968212978,2460974148498580,1,Bronze
206,206,81,7716570333,378079223632939,7636993442456310,4,Platinum
207,207,81,5485837887,415493096252844,8487968402019290,2,Silver
208,208,82,7407360422,754288397902504,5125249141263870,4,Gold
209,209,82,8326939244,303499348962808,9177472149893540,2,Bronze
210,210,83,5842265087,397573513463917,5592594510647920,2,Bronze
211,211,83,1069709021,610348510745306,4764106313793640,1,Platinum
212,212,84,6288181506,612025282121907,2829973796677610,1,Silver
213,213,84,1659861982,435760158971725,9149295965301450,4,Gold
214,214,85,3907564990,396509128149553,5028528969164220,4,Bronze
215,215,85,9542479230,665244547531116,7489339398217340,2,Bronze
216,216,85,6453555895,457514444989314,6135527913693210,4,Bronze
217,217,85,9213281225,342050509987278,7602315061427520,4,Bronze
218,218,85,5419855156,762074449332761,1448798902113610,1,Silver
219,219,86,6911990123,331829494907382,8173695573908200,4,Bronze
220,220,86,6856948884,565979682077148,6412954961952000,3,Bronze
221,221,86,1837068238,496196831598278,1189794743777960,1,Bronze
222,222,86,5023911401,527093166781083,6156660052131010,2,Platinum
223,223,87,8412216480,448970201289081,6735355535615930,3,Gold
224,224,87,4686797619,647310384116725,7314321943949090,2,Bronze
225,225,87,4449681933,368353949660624,3564992919653360,3,Bronze
226,226,88,9556344473,548045518664336,2625154608703110,4,Platinum
227,227,88,1738355493,407400851786540,6712326923209830,1,Bronze
228,228,88,4483439158,622362942169711,8139288117728930,4,Platinum
229,229,88,8193526656,415609741213912,8212708752573030,3,Platinum
230,230,89,1229981677,458943345813400,9246016137397020,1,Platinum
231,231,89,9212537239,636287434901639,9201584461699860,3,Platinum
232,232,90,8739555665,431079779736321,4154796322054280,2,Bronze
233,233,90,7879082473,301399739586658,9023315909208650,4,Bronze
234,234,90,9736584358,729443020297872,5037740414132530,1,Platinum
235,235,90,4257204198,301370578346947,1902868953755630,2,Silver
236,236,91,2205026035,681516520186152,7510200611812190,1,Platinum
237,237,91,3753083080,394263712565378,3826706326509550,3,Gold
238,238,92,9546980455,738643391930843,8976716834690730,4,Bronze
239,239,93,6344112380,419050767694896,7600147662608840,4,Bronze
240,240,93,1859893114,385559082034231,8647814064591650,4,Silver
241,241,93,8975845246,389495849610237,4535174814006880,2,Silver
242,242,94,4585159702,390049913203939,8676261174025030,4,Silver
243,243,94,3444330739,405199178067987,7621279801056850,2,Bronze
244,244,96,2244194380,387425401478464,5967554505566910,3,Gold
245,245,96,5699303089,495147026912853,3737301125406570,2,Silver
246,246,98,5929838982,624243842239955,3149665121813330,4,Silver
247,247,98,7766224964,623806423620615,2629489406330570,3,Silver
248,248,98,7294463256,300874837243131,1946216930044530,2,Platinum
249,249,98,9165852544,325705634225082,7152579807413400,2,Platinum
250,250,99,8988360626,321302286789969,3216041710515780,4,Silver
251,251,99,1046204496,353000556100492,2297064613152130,3,Gold
252,252,99,7623522736,368368530279945,9964508844415860,2,Gold
253,253,99,4358326311,413072713223082,8120323378103630,1,Platinum
254,254,100,9704582456,473582288963836,6587972416221990,4,Platinum
255,255,100,8691316193,481076727980873,3424924771266570,1,Bronze
256,256,100,6865633103,578868950742828,7927695808460810,1,Platinum
257,257,102,3609453929,597400919604596,5290513300871560,2,Bronze
258,258,102,3269817588,392586941197089,2777956225126050,3,Gold
259,259,103,7737093072,549576483833155,9852616880621280,1,Gold
260,260,103,9042631017,621969265409364,7755929452407270,3,Platinum
261,261,103,6432215751,623164876305457,3690431126040810,4,Bronze
262,262,103,7122466027,767585923938449,3046171828424960,3,Gold
263,263,103,5283417033,751284790046374,2381593166917450,1,Bronze
264,264,104,1257201304,340432061096782,7328951885943080,4,Bronze
265,265,106,9656804199,497888183596094,8011140662818050,1,Silver
266,266,106,5316639579,771712239584418,1131545900630740,1,Platinum
267,267,106,4658774494,657750108507265,1855186179839010,1,Platinum
268,268,106,9336030247,354123263890242,2942678535025710,4,Bronze
269,269,107,2794103900,723246256514733,2541167904639230,4,Platinum
270,270,107,3772574098,356412421333976,5492623240331840,2,Platinum
271,271,107,8638717270,750745307075259,2052419471956950,4,Bronze
272,272,108,2556527903,364154730904192,3038856857422550,4,Bronze
273,273,108,2857406086,776450941304792,1450695376076900,1,Bronze
274,274,108,7623789653,393097262915205,5582570291133910,4,Bronze
275,275,108,9363950896,584322102869081,9328106367498900,1,Bronze
276,276,109,4026304570,507423909508262,3237715698661180,4,Silver
277,277,109,2178587772,577673339849951,9169344404339050,1,Bronze
278,278,110,2158079629,622392103413185,8471983835760520,1,Gold
279,279,110,3277427595,631315443259442,2994967031434050,2,Silver
280,280,110,8719125444,464644368490879,1277303470909640,2,Platinum
281,281,111,5229775544,316359456387802,1674208378820080,4,Gold
282,282,111,3046454532,630207316081421,5093550933601940,4,Silver
283,283,111,2612073445,483817884664491,8454102795536920,1,Platinum
284,284,111,9685998122,437743123378347,8728820595277550,2,Bronze
285,285,111,3621460078,309550306536267,9761586130405660,3,Bronze
286,286,112,2901008304,615655856670466,3408398355306820,4,Silver
287,287,112,2028281716,500468953454647,7967521761674860,4,Platinum
288,288,112,7929250915,670508151586042,9241952264625280,4,Platinum
289,289,112,5076532029,664952935120982,7885160606722210,3,Bronze
290,290,112,8311785402,517644924591102,1640342772342720,2,Bronze
291,291,113,4429071784,500731404629446,2171355481906320,2,Platinum
292,292,113,3839495067,393549262153948,1206050234882760,1,Silver
293,293,113,7322480253,334526909726022,5660596648458460,1,Silver
294,294,113,3555780311,428571912979943,7703911880862340,2,Bronze
295,295,114,4012978749,528040907125778,9420762666823660,4,Silver
296,296,114,8725551932,344470893012678,9152817988370990,2,Gold
297,297,114,8592187637,389947848851605,3340938067203230,1,Silver
298,298,114,3897455864,524206203891797,8360904646508640,2,Silver
299,299,114,6866731025,447191365566988,6298624674485800,4,Bronze
300,300,115,4013848625,678440009226299,3423299222150340,3,Platinum
301,301,116,2753758960,590110609267504,8821747819449910,1,Gold
302,302,117,2674094680,361092800567533,3507015001364740,3,Silver
303,303,117,5849911948,431167263456970,5459841333257130,4,Gold
304,304,117,2893319782,582995266387746,9867517747463340,4,Bronze
305,305,117,4211848542,343814765089803,1722703927299070,4,Silver
306,306,119,5771408903,376708645297482,5152883476153220,3,Silver
307,307,119,8504198890,368864271384210,5923393754713200,4,Gold
308,308,119,7615142170,704262288416259,5893592021022990,1,Platinum
309,309,120,7748235285,704306030282432,3305175986759710,1,Bronze
310,310,122,5307056342,378822835294347,2399745131990340,1,Bronze
311,311,122,1669489920,427944946292713,9500414573258000,1,Platinum
312,312,122,4008798736,761228773329565,9365223072200610,1,Silver
313,313,122,1334506607,443298339845473,3815327482728150,3,Bronze
314,314,122,2733072227,682945421009402,9582233878502110,3,Bronze
315,315,123,7259760300,685584513350513,4216838113124870,1,Silver
316,316,123,5682163504,569872707795679,5647863180421980,1,Platinum
317,317,123,3573384852,319960869684314,1644406645121560,4,Bronze
318,318,123,7863441373,461567857531756,9898132255723140,1,Platinum
319,319,123,6664316764,670901828349545,8072911529033930,4,Silver
320,320,125,1833874259,344223022462955,1616772310239110,4,Silver
321,321,125,5807265092,668379380971227,9673535553566040,4,Bronze
322,322,125,4116104806,361457316084691,7837748757653080,2,Silver
323,323,125,5587268907,683324517150672,4227675107194660,2,Bronze
324,324,126,4948674897,542052883575248,1823758897027770,1,Gold
325,325,126,5933397720,603903876413599,3216041710516310,1,Platinum
326,326,126,2874474890,580633205841859,5210319544739340,1,Bronze
327,327,126,4454051745,553863186308220,8833939437785490,2,Bronze
328,328,127,8112037801,544589911574652,8654316261031200,2,Platinum
329,329,128,5894707918,741603257923193,8455186494947630,1,Silver
330,330,128,5972298190,424037339956476,4430055971507970,1,Silver
331,331,128,3931941304,516463894322644,6979729751955340,1,Bronze
332,332,129,8854829386,524410332575178,3153728994597180,4,Bronze
333,333,129,6467205344,359386867956514,2459077674536040,4,Gold
334,334,129,7815773713,777092488611903,5016066425987710,2,Silver
335,335,130,7627160067,375906711155768,3394852112712130,1,Platinum
336,336,130,3655711702,776523844402591,5249874573097730,3,Silver
337,337,131,8667340254,361982218427867,6757842298308830,3,Platinum
338,338,131,9268041240,751882595488326,7594187315873660,4,Silver
339,339,131,9077870137,576871405707811,7846689277761630,3,Gold
340,340,131,5854346270,450588650182663,4339296146149330,2,Platinum
341,341,132,9554117872,752378336589649,5042075211753160,3,Gold
342,342,133,5237698565,373705037438942,1937276409941780,1,Bronze
343,343,133,6229204062,618309529629288,6274512362675000,4,Platinum
344,344,133,5154512744,357505967886045,5524863297696830,4,Gold
345,345,135,5098820728,588987901481120,5077837292201690,1,Silver
346,346,135,4253072149,376081678606365,8292631583857440,1,Bronze
347,347,135,8732247676,376752387162330,3461228701411370,4,Platinum
348,348,135,2737260883,349020046660101,2075989934069800,2,Bronze
349,349,136,9675321703,751357693146025,6810401719568520,1,Silver
350,350,136,9783925849,400650024415862,9412363996417360,4,Platinum
351,351,138,1277203741,368222724069781,4807183365233480,2,Silver
352,352,139,1363455854,568020968976594,5054808679789060,4,Bronze
353,353,139,6615878169,600535753039138,5845096472544980,1,Gold
354,354,139,9714170849,623573133688174,1716472655711630,2,Gold
355,355,141,6937288699,736820814347343,8274750543639720,2,Gold
356,356,141,5524047048,566519165040973,8013037136780690,3,Silver
357,357,142,7934188984,334410264761848,4818833133862150,1,Gold
358,358,142,6024600558,760514322923250,6218701843198650,4,Gold
359,359,143,1704865077,570805867521263,1125314629041610,3,Bronze
360,360,143,6829701823,323912217883341,2338245190629970,1,Gold
361,361,143,5145565912,466641913523277,5318689485461620,3,Platinum
362,362,144,9309637356,437816026476575,4343901868629050,1,Bronze
363,363,145,4921031421,618280368387249,4537613137672530,2,Bronze
364,364,145,3775613307,643883938261333,4511875276752100,2,Silver
365,365,145,7402753649,496692572706956,7101104085568150,3,Gold
366,366,146,6669843562,563938395188893,7218956396109930,1,Gold
367,367,147,7191836289,651713731554511,1326340869086780,3,Gold
368,368,147,4388205027,526014200852300,3815056557883410,2,Gold
369,369,147,4698143735,626605902780603,9892984683537610,3,Gold
370,370,147,1596016525,428353203670960,2262657156965140,2,Platinum
371,371,148,8915147963,487550523553431,3102795122455710,4,Silver
372,372,148,6869290519,617318047422068,7050170213424290,3,Platinum
373,373,148,9201020860,716349622938585,7662189453674500,1,Silver
374,374,148,9769246983,614795600050906,7724773094443630,3,Bronze
375,375,148,8082718847,767250569670267,4644628454140350,4,Bronze
376,376,149,1476487443,659004041885712,8500160020350850,2,Gold
377,377,149,5627619103,633254665807631,1123418155080330,1,Platinum
378,378,149,1019266215,738439263246420,8353860600371000,1,Silver
379,379,149,2085318408,699596489809762,9695751391414470,2,Bronze
380,380,149,6867474565,491399807401718,2734066399133780,1,Silver
381,381,150,3416458450,642090521926639,2490504957348760,2,Gold
382,382,150,5988699067,710881890197540,4937498218956340,1,Silver
383,383,151,9646538165,515778605147007,7325429862866340,3,Bronze
384,384,151,4129518913,664165581599346,9902196128495690,1,Bronze
385,385,151,1628866932,528624131953528,7131718593822080,1,Gold
386,386,152,9675607592,391974555126314,9108928162378930,2,Platinum
387,387,152,4875387286,614095730257539,4476113196315670,1,Gold
388,388,152,4254931727,418657090930873,1945133230643270,1,Bronze
389,389,152,6772859719,684345160597068,2133696927509800,1,Silver
390,390,152,5472527670,382263861769419,4294864470444580,2,Silver
391,391,153,6467928160,358934868714860,4495348860790780,2,Silver
392,392,153,6316491822,387396240244004,3318993154204680,2,Platinum
393,393,153,5127980828,685263739694492,1893386583947700,3,Silver
394,394,154,4051967913,452061292867432,2725667728725710,1,Platinum
395,395,154,7491907100,527530585403009,6527556174273080,1,Gold
396,396,154,2128066516,721394517696289,4543302559558990,1,Silver
397,397,154,2721842530,698094685876438,4807996139792100,3,Platinum
398,398,154,2822578491,398258802631768,4336315972770840,3,Bronze
399,399,155,2073001467,335474650069261,6213283346166260,4,Bronze
400,400,155,6688991313,562174140085465,6409162014024170,1,Gold
401,401,155,5835666081,634741889112341,8131160372174360,2,Silver
402,402,156,5658755086,610917154952180,1372939943598430,4,Bronze
403,403,156,5589837728,495249091261791,8330561063114490,3,Gold
404,404,157,2139893119,525430976026379,3884142395097170,2,Silver
405,405,157,5844630767,441052924266122,8271499445409800,4,Bronze
406,406,157,7585433434,539938693585404,8525085106711850,3,Silver
407,407,158,7918855095,695266045468980,6872985360335650,3,Bronze
408,408,158,1978378351,698925781258147,2308714381779790,2,Platinum
409,409,158,3397201459,351557074652945,3036960383461910,2,Silver
410,410,159,7348267941,771624755863870,9965050694125040,4,Gold
411,411,159,5997714904,627159966369444,7732629915155100,3,Gold
412,412,159,3674293997,737447781042031,2027494385590170,1,Gold
413,413,160,1238826725,619680107970202,1820507798805580,4,Silver
414,414,160,2304992879,776232231993749,6513739006827230,1,Bronze
415,415,160,5004784396,354604424375061,1342867285051270,1,Bronze
416,416,160,4863962073,389131334095729,7343581827945340,4,Silver
417,417,161,6075182732,666673448353335,2356939005399020,2,Platinum
418,418,162,1791096222,753428141283636,7646746737128370,1,Silver
419,419,162,6986163603,573138766826236,8491761349939240,4,Silver
420,420,162,9674739724,394715711813307,5773843236518540,3,Bronze
421,421,162,5466001319,445514594192657,9513960815842510,4,Gold
422,422,163,2667647898,711435953778884,2068945887921950,4,Gold
423,423,164,9241748382,614489407012544,9757522257625890,4,Gold
424,424,164,6816605805,605682712137761,2741381370126530,4,Platinum
425,425,164,4918644778,701156616217685,5791182427035920,3,Gold
426,426,164,3905544269,566256713869465,8988908453029450,4,Bronze
427,427,164,4204019772,643927680125148,2446073281649890,3,Bronze
428,428,165,9054551556,537037150067824,3426279395518700,3,Silver
429,429,165,8838875658,610450575087019,5633233238423230,4,Platinum
430,430,166,8518117374,487419297965187,9351134979900720,2,Platinum
431,431,166,5075777002,402866278757164,8694954988799080,2,Gold
432,432,166,4498582771,757569037549487,2007175021702070,1,Silver
433,433,166,9903770608,328782145183496,7002758364354410,3,Bronze
434,434,167,5681919797,526028781470117,4364492157361370,2,Gold
435,435,168,5689998376,589089965829847,8707417531982390,1,Bronze
436,436,168,1616623691,414764065217853,3035605759203150,1,Silver
437,437,168,9305352727,665317450638721,6996798017613300,3,Gold
438,438,169,4453745138,376271226676924,4017979271893770,3,Bronze
439,439,169,5466134846,667941962355709,2150494268315510,2,Bronze
440,440,171,9392547592,702089775933514,8317827595074300,1,Silver
441,441,171,7447699352,538903469511439,8178030371534140,3,Bronze
442,442,171,5192076272,545333523221428,4908238334963740,4,Gold
443,443,171,8398896117,322804090716906,6007922308488150,2,Bronze
444,444,171,4268373004,482126532666362,9963154220157750,1,Gold
445,445,172,8242817150,538801405168506,5363121161162560,3,Bronze
446,446,172,4856716255,730842759880213,4191642101900300,3,Platinum
447,447,172,9441988877,569449869792883,9813332777103480,1,Gold
448,448,175,9099752103,759231228304537,9398817753827250,4,Gold
449,449,175,5257895458,559185112856236,1859250052614270,1,Silver
450,450,176,8644055326,734633721246352,8278272566714260,2,Gold
451,451,176,9892803245,516536797424962,4895504866921790,2,Platinum
452,452,176,5455219632,620671590176254,2642493799221570,3,Platinum
453,453,176,5962909140,688923475486792,4073789791364840,3,Gold
454,454,177,2722663172,587019517692236,7538376796398740,1,Gold
455,455,178,4228250243,602562459310403,5462821506632890,2,Silver
